BusinessAddress,BusinessName,BusinessPhone,BusinessStartDate,BusinessType,BusinessLicenseNumber,City,OwnerName,State,StreetDirection,StreetName,StreetNumber,StreetSuffix,Suite,Zip,LocationX,LocationY,Latitude,Longitude,Location
6047 MAGAZINE ST,"JEFFERSON FEED,PET & GARDEN CENTER",504-733-8572,2015-02-11,Pet & Pet Supplies Stores,105002300,NEW ORLEANS,JEFFERSON FEED AND GARDEN SUPP,LA,,MAGAZINE,6047,ST,,70118-5823,3664375.36,519431.12,29.922763954594615,-90.1225473699802,POINT (-90.1225473699802 29.922763954594615)
7901 CHEF MENTEUR HWY,ADVANTAGE AUTO FINANCING,(504) 236-5059,2015-01-29,Used Car Dealers,105001798,NEW ORLEANS,ALL -N-ONE AUTOPLEX LLC,LA,,CHEF MENTEUR,7901,HWY,,70126-5325,3704602.68,552982.26,30.01378727320194,-89.99432901210513,POINT (-89.99432901210513 30.01378727320194)
6221 S CLAIBORNE AVE 209,,504-402-6858,2019-12-08,"Offices of Physicians, Mental Health Specialists",105048977,NEW ORLEANS,LESLIE E LAWRENCE M.D. LLC,LA,S,CLAIBORNE,6221,AVE,,70125,3667306.66,528007.47,29.946260681176792,-90.11300606205717,POINT (-90.11300606205717 29.946260681176792)
1617 FATS DOMINO AVE,,504-942-7400,2014-12-01,Elementary & Secondary Schools,101941931,NEW ORLEANS,DR MARTIN LUTHER KING JR CHART,LA,,FATS DOMINO,1617,AVE,,70117-2909,3698689.99,535814.91,29.966772032834243,-90.0136346550801,POINT (-90.0136346550801 29.966772032834243)
9600 CHEF MENTEUR HWY,STEVENS AUTO PARTS,504-246-2263,1999-05-20,Automotive Parts & Accessories Stores,102180879,NEW ORLEANS,"STEVENS AUTO PARTS,  INC",LA,,CHEF MENTEUR,9600,HWY,,70127-4234,3711241.88,554093.36,30.01662736668111,-89.97331110160091,POINT (-89.97331110160091 30.01662736668111)
701 DECATUR ST,NATHAN PITTS,989-780-5984,2010-02-08,Artist-Painting on Streets,102772377,NEW ORLEANS,PITTS MR. NATHAN H,LA,,DECATUR,701,ST,,70116-0000,3683203.66,532198.88,29.95731053424882,-90.06266701146087,POINT (-90.06266701146087 29.95731053424882)
2525 VALENTINE CT,THE LADIES OF HOPE MINISTRIES,917-938-6009,2024-01-01,"Residential Care Facilities, Other",105071723,NEW ORLEANS,THE LADIES OF HOPE MINISTRIES,LA,,VALENTINE,2525,CT,,70131-5139,3699080.97,522074.17,29.928977436899945,-90.01289999884523,POINT (-90.01289999884523 29.928977436899945)
2001 ANSON ST,DOROTHY'S,(504) 610-5643,2015-10-28,Flea Market,105008928,NEW ORLEANS,DOROTHY MCKINNEY,LA,,ANSON,2001,ST,,70114-7815,3691201.75,521786.13,29.928432736556736,-90.0377833183607,POINT (-90.0377833183607 29.928432736556736)
728 DUBLIN ST,CUSTOM DESIGNED CAKES,504-905-2253,2016-11-18,Caterers,105019762,NEW ORLEANS,"CUSTOM DESIGNED CAKES,LLC",LA,,DUBLIN,728,ST,,70118-1022,3660650.81,527560.82,29.94522576863831,-90.13403577048767,POINT (-90.13403577048767 29.94522576863831)
9947 PATTERSON RD,THOMASON CONSTRUCTION,707-315-5816,2008-03-06,"Special Trade Contractors, All Other",102678788,NEW ORLEANS,BILL THOMASON,LA,,PATTERSON,9947,RD,,70131-2525,3722520.43,518369.37,29.918027062457423,-89.93904961285529,POINT (-89.93904961285529 29.918027062457423)
2135 DECATUR ST,PREMIUM PARKING SERVICE LLC,504-565-5546,2021-01-01,Parking Lots & Garages,105053514,NEW ORLEANS,PREMIUM PARKING-P409,LA,,DECATUR,2135,ST,,70116-2012,0.0,0.0,0,0,POINT (0 0)
640 LOUISA ST,,,2011-03-12,Video Draw Poker Devices,102827376,NEW ORLEANS,"LUCKY COIN MACHINE CO,LLC",LA,,LOUISA,640,ST,,70117-6733,3689155.84,534341.2,29.96301833382782,-90.04379575446296,POINT (-90.04379575446296 29.96301833382782)
4298 ELYSIAN FIELDS AVE,INTERGRATED LOGISTICAL SUPPORT,504-523-1619,1994-08-01,Engineering Services,101904105,NEW ORLEANS,"INTEGRATED LOGISTICAL SUPPORT,",LA,,ELYSIAN FIELDS,4298,AVE,,70122-3800,3683777.54,548339.71,30.001674648170855,-90.06028861503803,POINT (-90.06028861503803 30.001674648170855)
2900 ELYSIAN FIELDS AVE,FARRELL CALHOUN PAINT,,2017-04-11,Paint & Wallpaper Stores,105024149,NEW ORLEANS,"FARRELL CALHOUN, INC",LA,,ELYSIAN FIELDS,2900,AVE,C,70122-3603,3684341.47,543339.45,29.987908479668818,-90.05868282626746,POINT (-90.05868282626746 29.987908479668818)
2511 HOLIDAY DR,THE TUNNEL COMPANY INC,504-391-0038,2011-05-27,"Plumbing, Heating and Air-Conditioning Contractors",102839218,NEW ORLEANS,BAO VAN TRAN & THIEN NGUYEN,LA,,HOLIDAY,2511,DR,,70131-5117,3698773.86,522212.04,29.929366259593905,-90.01386446637015,POINT (-90.01386446637015 29.929366259593905)
225 BARONNE ST,ALOFT NEW ORLEANS DOWNTOWN,504-581-9225,2017-04-26,Hotels(except Casino Hotels) & Motels,105023632,NEW ORLEANS,225 BARONNE COMPLEX SUBTENANT,LA,,BARONNE,225,ST,,70112-1701,3680131.94,530481.65,29.952682037316457,-90.07242624108514,POINT (-90.07242624108514 29.952682037316457)
3612 TAFT PARK,A J'S SNO-BALLS,504-277-5913,2007-12-01,Special Events-Jazz Fest (Vendor),101373029,METAIRIE,"DUVIO JR, ARMAND",LA,,TAFT,3612,PARK,,70002-4560,0.0,0.0,0,0,POINT (0 0)
1515 SAINT CHARLES AVE,BERNARD'S PRALINES OF NO,504-245-3890,2019-01-01,"Specialty Food Stores, All Other",105038603,NEW ORLEANS,NEW ORLEANS SWEETS 3 LLC,LA,,SAINT CHARLES,1515,AVE,102,70130-4445,3679048.99,525450.97,29.93888206772036,-90.07602001063758,POINT (-90.07602001063758 29.93888206772036)
626 BOURBON ST,MARIE LAVEAU'S HOUSE OF VOODOO,504-523-6336,1988-11-01,"Gift, Novelty & Souvenir Stores",101336298,NEW ORLEANS,HEMBCO INC,LA,,BOURBON,626,ST,,70130-2108,3682192.12,532530.03,29.958251889132878,-90.06584957890944,POINT (-90.06584957890944 29.958251889132878)
1001 ELYSIAN FIELDS AVE,LUXURY NAIL SPA,504-232-1750,2023-01-01,Nail Salons,105067459,NEW ORLEANS,BTN LLC,LA,,ELYSIAN FIELDS,1001,AVE,B,70117-8473,3685168.11,536009.68,29.967728873720727,-90.05632977640799,POINT (-90.05632977640799 29.967728873720727)
701 DECATUR ST,ART BY KATIE,504-931-8189,2007-04-12,Artist-Painting on Streets,102628667,NEW ORLEANS,KATTE LIN,LA,,DECATUR,701,ST,,70116-0000,3683203.66,532198.88,29.95731053424882,-90.06266701146087,POINT (-90.06266701146087 29.95731053424882)
639 LOYOLA AVE 2275,,317-596-3260,2020-01-01,"Electrical Apparatus and Eqpt,Wiring  Supp & Construction Mtrl Wholesalers",105048560,NEW ORLEANS,"SIEMENS ENERGY, INC",LA,,LOYOLA,639,AVE,,70113,3678812.45,529120.85,29.94898015229139,-90.07663972324998,POINT (-90.07663972324998 29.94898015229139)
14389 CHEF MENTEUR HWY,EL RINCON CATRACHO COMIDA,504-617-2042,2023-01-01,Full Service Restaurants(table service available),105066396,NEW ORLEANS,EL RINCON CATRACHO COMIDA LLC,LA,,CHEF MENTEUR,14389,HWY,,70129,3730469.24,561558.74,30.03651257036013,-89.91226928346019,POINT (-89.91226928346019 30.03651257036013)
PO BOX 1734,SWEET BIRD STUDIO,303-594-6622,2012-12-01,Special Events-Jazz Fest (Vendor),102894332,BOULDER,NANCY ANDERSON,CO,,,,,,80306-1734,0.0,0.0,0,0,POINT (0 0)
105 LIBERTY TERRACE DR,,202-400-8499,2022-01-01,Limousine Service,105059597,NEW ORLEANS,ELY TALEB,LA,,LIBERTY TERRACE,105,DR,,70126,3689522.52,545479.47,29.993633271804203,-90.04224150784573,POINT (-90.04224150784573 29.993633271804203)
8001 MAPLE ST,RE/MAX N. O. PROPERTIES,504-866-7733,2012-05-24,Real Estate Agents and Brokers,102894456,NEW ORLEANS,P & M EQUITIES INCORPORATED,LA,,MAPLE,8001,ST,,70118-2738,3661350.71,527097.4,29.94393134989537,-90.13184129634917,POINT (-90.13184129634917 29.94393134989537)
701 POYDRAS ST,,504-838-7140,2022-01-01,"Personal Care Services, Other",105062169,NEW ORLEANS,REJUVENE MEDSPA AND WELLNESS C,LA,,POYDRAS,701,ST,106,70139-7744,3680545.57,529515.4,29.950012653103204,-90.0711537913868,POINT (-90.0711537913868 29.950012653103204)
8020 CROWDER BLVD,,504-391-1838,2009-04-13,Tiltle Abstract & Settlement Offices,102732197,NEW ORLEANS,"BAYOU TITLE, INC",LA,,CROWDER,8020,BLVD,,70127-1063,3702692.27,562742.35,30.04068498965344,-90.00000605596564,POINT (-90.00000605596564 30.04068498965344)
7520 CHEF MENTEUR HWY,GALCAN ELECTRIC & GENERAL CONTRACTING,504-942-1912,2015-01-13,"Special Trade Contractors, All Other",105001329,NEW ORLEANS,GALCAN ELECTRIC LLC,LA,,CHEF MENTEUR,7520,HWY,,70126-5318,3703150.64,552191.35,30.01165914851044,-89.99894577750052,POINT (-89.99894577750052 30.01165914851044)
3600 GENERAL DE GAULLE DR,,,2018-05-14,Car Washes,105033042,NEW ORLEANS,"RICH’S NOLA 2, LLC",LA,,GENERAL DE GAULLE,3600,DR,,70114,3697121.49,520357.31,29.92431860193796,-90.01914781355691,POINT (-90.01914781355691 29.92431860193796)
3715 CANAL ST,,504-482-9000,1994-07-14,Commodity Contracts Dealing,102488652,NEW ORLEANS,CRESCENT CITY TRADE EXCHANGE,LA,,CANAL,3715,ST,,70119-6140,3672314.53,537566.28,29.97239662477062,-90.09686876814753,POINT (-90.09686876814753 29.97239662477062)
2512 SAINT CLAUDE AVE,,,2018-02-28,Video Draw Poker Devices,105030501,NEW ORLEANS,LASER AMUSEMENT,LA,,SAINT CLAUDE,2512,AVE,,70117-7719,3686981.28,536430.53,29.968830377021856,-90.05058887167856,POINT (-90.05058887167856 29.968830377021856)
2831 SAINT CLAUDE AVE,THE CAULFIELD CONSULTING GROUP,617-216-0154,2013-12-19,"Management Consulting Services, Other",102980093,NEW ORLEANS,THE CAULFIELD CONSULTING GROUP,LA,,SAINT CLAUDE,2831,AVE,,70117-7224,3688006.0,536358.87,29.96860175454985,-90.04735529106036,POINT (-90.04735529106036 29.96860175454985)
5325 FRANKLIN AVE,THE ORIGNAL FIORELLA'S CAFE,504-224-0802,2016-01-25,Full Service Restaurants(table service available),105011194,NEW ORLEANS,"HALF IN TWO, LLC",LA,,FRANKLIN,5325,AVE,,70122-6236,3686738.91,552464.08,30.01292436343626,-90.05078752995323,POINT (-90.05078752995323 30.01292436343626)
1726 HORACE ST.,DONALD LAMOTTE,(504) 231-0338,2024-06-14,Electrical Contractors,106093362,NEW ORLEANS,DONALD LAMOTTE LLC,LA,,HORACE,1726,ST.,,70114,3696347.81,524915.43,29.936876247431897,-90.0214253034454,POINT (-90.0214253034454 29.936876247431897)
3147 GENTILLY BLVD,CASH COW,770-552-9840,2011-05-13,Consumer Lending,102837339,NEW ORLEANS,SOUTHERN FAST LOANS OF LOUISIA,LA,,GENTILLY,3147,BLVD,,70122-3872,3683822.27,547580.83,29.99958663422149,-90.06017394621932,POINT (-90.06017394621932 29.99958663422149)
1634 EUTERPE ST,,,2014-06-02,Taxi Service,103008557,NEW ORLEANS,WAQQAS JAVED,LA,,EUTERPE,1634,ST,,70130-4434,3678594.22,525161.49,29.938099806676345,-90.0774657885717,POINT (-90.0774657885717 29.938099806676345)
518 S BROAD ST,NU-LITE ELECTRICAL WHOLESALERS,972-582-5373,2019-01-01,"Electronic Parts & Equipment Wholesalers, Other",105041345,NEW ORLEANS,CONSOLIDATED ELECTRICAL DISTRI,LA,S,BROAD,518,ST,,70119-7413,3674322.98,533515.55,29.961198738291113,-90.090664462413,POINT (-90.090664462413 29.961198738291113)
1403 PATTERSON DR,RIVER FINE FOODS STORE,504-362-4795,2003-03-01,Convenience Stores,102402847,NEW ORLEANS,A. B. & R. FINE FOODS LLC,LA,,PATTERSON,1403,DR,,70114-1325,3689958.71,531090.84,29.95405610389478,-90.04137612848967,POINT (-90.04137612848967 29.95405610389478)
1500 CANAL ST,THE JUNG HOTEL & RESIDENCES-RETAIL,504-503-1464,2017-01-01,Drinking Places(Alcoholic Beverages),105041705,NEW ORLEANS,"J HOSPITALITY & DEVELOPMENT, L",LA,,CANAL,1500,ST,,70112-2818,3679081.04,532173.51,29.95736583851414,-90.07568587740536,POINT (-90.07568587740536 29.95736583851414)
2138 MAGAZINE ST,,504 237 0741,2015-02-12,Art Dealers,105002345,NEW ORLEANS,EIGHTY-ONE ARTISTRY LLC,LA,,MAGAZINE,2138,ST,,70130-5046,3678936.49,522094.62,29.929656603304363,-90.07649141491216,POINT (-90.07649141491216 29.929656603304363)
4931 PAINTERS ST,,504-389-5745,2023-01-01,"Plumbing, Heating and Air-Conditioning Contractors",105067151,NEW ORLEANS,C S PLUMBING REPAIR LLC,LA,,PAINTERS,4931,ST,,70122-5123,3686243.06,551153.52,30.009336054096565,-90.05240043219312,POINT (-90.05240043219312 30.009336054096565)
701 S PETERS ST,BRIQUETTE,504 460 3886,2017-10-02,Full Service Restaurants(table service available),105027316,NEW ORLEANS,BRIQUETTE WAREHOUSE LLC,LA,S,PETERS,701,ST,,70130-1632,3682197.17,528101.11,29.94607370426913,-90.06598831555188,POINT (-90.06598831555188 29.94607370426913)
1113 DECATUR ST,CANE & TABLE,504-581-1112,2009-10-06,Full Service Restaurants(table service available),102758340,NEW ORLEANS,"FOR THE PEOPLE, LLC",LA,,DECATUR,1113,ST,,70116-2605,3684094.61,533258.66,29.960197369306872,-90.05981647176868,POINT (-90.05981647176868 29.960197369306872)
2900 GENTILLY BLVD,,504-473-2119,2022-01-01,Car Washes,105059743,NEW ORLEANS,"RICH’S CAR WASH, LLC",LA,,GENTILLY,2900,BLVD,,70122-3061,3683265.15,546248.8,29.99594103713282,-90.06198059450851,POINT (-90.06198059450851 29.99594103713282)
641 BOURBON ST,MAISON BOURBON JAZZ CLUB,504-838-0267,2005-07-05,Drinking Places(Alcoholic Beverages),102541464,NEW ORLEANS,MAISON BOURBON JAZZ CLUBLLC,LA,,BOURBON,641,ST,,70130-2107,3682205.39,532643.85,29.95856445172136,-90.06580370008614,POINT (-90.06580370008614 29.95856445172136)
201 SAINT CHARLES AVE,S & K GIFT AND SNACKS,504-343-2618,2014-12-17,Convenience Stores,105000863,NEW ORLEANS,"LA 405 CHEN, LLC",LA,,SAINT CHARLES,201,AVE,223,70170-1010,3680823.16,530226.23,29.95195878551673,-90.07025257004916,POINT (-90.07025257004916 29.95195878551673)
3434 PRYTANIA ST,CULICCHIA NEUROLOGICAL CLINIC,504-340-6976,2000-06-01,"Offices of Mental Health Practitioners(except Physicians), Other",102259637,NEW ORLEANS,CULICCHIA NEUROLOGICAL C,LA,,PRYTANIA,3434,ST,,70115,3674212.51,520869.91,29.926430678232627,-90.09144610658016,POINT (-90.09144610658016 29.926430678232627)
1308 S NORMAN C FRANCIS PKWY,BROTHERS,929-438-8110,2023-01-01,Gasoline Stations with Convenience Stores,105066139,NEW ORLEANS,DAVIS ONE STOP LLC,LA,S,NORMAN C FRANCIS,1308,PKWY,,70125-1728,3669913.78,531823.22,29.95667613739909,-90.10464526747116,POINT (-90.10464526747116 29.95667613739909)
19601 CHEF MENTEUR HWY,GILLS CRANE & DOZER SERVICE,504-662-5530,1994-05-01,"Heavy Construction, All Other",102044649,NEW ORLEANS,GILLS DRAGLINE & DOZER SINC,LA,,CHEF MENTEUR,19601,HWY,,70129-2580,3750951.06,576650.09,30.07729271421764,-89.84692539647236,POINT (-89.84692539647236 30.07729271421764)
9142 BUNKER HILL RD,U NAME IT WE CLEAN IT,832-453-5592,2015-05-20,Janitorial Services,105004794,NEW ORLEANS,"U NAME IT WE CLEAN IT, LLC",LA,,BUNKER HILL,9142,RD,,70127-2132,3707114.82,560367.5,30.0340128489969,-89.98611766988849,POINT (-89.98611766988849 30.0340128489969)
841 CANAL ST,SNAPPER'S SEAFOOD,504-274-8707,2019-01-01,Full Service Restaurants(table service available),105041606,NEW ORLEANS,CANAL 841 LLC,LA,,CANAL,841,ST,,70112-2305,3680702.22,531159.82,29.954529508021555,-90.07060195576592,POINT (-90.07060195576592 29.954529508021555)
650 POYDRAS ST,LAZ PARKING LOUISIANA,860-522-7201,2023-01-01,Parking Lots & Garages,105064737,NEW ORLEANS,LAZ PARKING LOUISIANA LLC,LA,,POYDRAS,650,ST,,70130,3680830.3,529199.02,29.949134087396178,-90.0702657780065,POINT (-90.0702657780065 29.949134087396178)
3605 S CARROLLTON AVE,FIVE HAPPINESS RESTAURANT,504-482-3935,1990-01-01,Full Service Restaurants(table service available),101409171,NEW ORLEANS,FIVE HAPPINESS INC,LA,S,CARROLLTON,3605,AVE,,70118-4509,3667919.17,534629.59,29.964451388969927,-90.11084907961768,POINT (-90.11084907961768 29.964451388969927)
48572 N PREVOST LN,,985-778-6563,2020-03-02,Special Events-Other (Vendor),105046001,LORANGER,KITCHEN CREATIONS TO GO LLC,LA,N,PREVOST,48572,LN,,70446-1736,0.0,0.0,0,0,POINT (0 0)
2301 JULIA ST,,,2018-04-17,"Miscellaneous Store Retailers(except Tobacco), All Other",105032598,NEW ORLEANS,DRILLVISION SYSTEMS LLC,LA,,JULIA,2301,ST,,70119-7534,3674599.85,531560.42,29.955814525585893,-90.0898571557458,POINT (-90.0898571557458 29.955814525585893)
1001 S BROAD ST,ATELIER VIE,504-813-4700,2012-05-31,Wine & Distilled Alcoholic Beverage Wholesalers,102895169,NEW ORLEANS,"ATELIER VIE, LLC",LA,S,BROAD,1001,ST,,70125-1423,3672665.87,531542.98,29.955824138853306,-90.09596459434353,POINT (-90.09596459434353 29.955824138853306)
1911 COOPER RD,,504-473-0580,2024-05-31,Special Events-Other (Vendor),105071690,GRETNA,PUPUSERIA LA MILPA,LA,,COOPER,1911,RD,,70056-4014,0.0,0.0,0,0,POINT (0 0)
1641 POLAND AVE,ORLEANS STEEL CO.,504-942-1479,2021-01-01,Metal Service Centers & Offices,105052919,NEW ORLEANS,R&C BUILDING MATERIALS INC,LA,,POLAND,1641,AVE,,70117-4529,3693727.79,537067.49,29.97037239652203,-90.02926017749849,POINT (-90.02926017749849 29.97037239652203)
1200 HENRIETTE DELILLE ST,,504-261-9954,2020-01-01,Limited Service Restaurants(no table service available),105049498,NEW ORLEANS,SPROUTS ORGANIC CAFE,LA,,HENRIETTE DELILLE,1200,ST,,70116-2332,3682241.4,535119.86,29.965371536569116,-90.06560348716107,POINT (-90.06560348716107 29.965371536569116)
701 DECATUR ST,,504-258-9071,2012-02-02,Artist-Painting on Streets,102873360,NEW ORLEANS,ARTIS LEWIS ARTIST,LA,,DECATUR,701,ST,,70116-0000,3683203.66,532198.88,29.95731053424882,-90.06266701146087,POINT (-90.06266701146087 29.95731053424882)
704 AVENUE F,,504-975-7295,2022-01-01,Special Events-Other (Vendor),105058363,WESTWEGO,AMAZONIA LLC,LA,,F,704,,,70094-4419,0.0,0.0,0,0,POINT (0 0)
246 HARBOR CIR,ALTA MAX,504-948-8625,2009-08-11,All Other Miscellaneous Manufacturing,102750624,NEW ORLEANS,"ALTA MAX, LLC",LA,,HARBOR,246,CIR,,70126-1104,3693052.22,558990.6,30.030674023954738,-90.03060654203071,POINT (-90.03060654203071 30.030674023954738)
1205 N RAMPART ST,THE NEW ORLEANS JAZZ & HERITAGE FEST & FOUNDATION,504-558-6100,2023-10-13,Special Events-Other (Vendor),105067732,NEW ORLEANS,THE N.O. JAZZ & HERITAGE FEST,LA,N,RAMPART,1205,ST,,70116-2436,3682498.06,534917.62,29.96480763557554,-90.06480003840595,POINT (-90.06480003840595 29.96480763557554)
2100 EARHART BLVD,PRAKASH JODDO       #1291,601-569-0844,2011-03-22,Taxi Service,102829573,NEW ORLEANS,PRAKASH JODDO,LA,,EARHART,2100,BLVD,,70113-2120,3677815.67,527761.72,29.945273019210862,-90.07983393704609,POINT (-90.07983393704609 29.945273019210862)
1515 POYDRAS ST,TRIGON ASSOCIATES,504-585-5767,2009-06-01,Administrative Management & General Management Consulting Services,102738489,NEW ORLEANS,"TRIGON ASSOCIATES, LLC",LA,,POYDRAS,1515,ST,930,70112-4505,3678184.39,530270.94,29.952161440478825,-90.07858301685594,POINT (-90.07858301685594 29.952161440478825)
1755 SAINT CHARLES AVE,HOUSTON'S RESTAURANT,504-261-9732,1990-06-07,Full Service Restaurants(table service available),101440958,NEW ORLEANS,"HILLSTONE RESTAUTRANT GROUP, I",LA,,SAINT CHARLES,1755,AVE,,70130-5257,3678537.37,524594.32,29.93654198938795,-90.0776648914997,POINT (-90.0776648914997 29.93654198938795)
7221 CURRAN BLVD,CRYSTAL MAGNOLIA COUNTRY CLUB,504-251-9788,2010-06-04,Golf Courses & Country Clubs,102787188,NEW ORLEANS,CRYSTAL MAGNOLIA COUNTRY CLUB,LA,,CURRAN,7221,BLVD,,70126-1830,3699403.5,560707.58,30.035194978363652,-90.0104738545706,POINT (-90.0104738545706 30.035194978363652)
212 CHARTRES ST,TOUCH POINT,(626) 766-8096,2024-07-08,"Personal Services, Other",106055231,NEW ORLEANS,ZHAO MASSAGE LLC,LA,,CHARTRES,212,ST,,70130-2215,3681816.16,530868.94,29.953695885346797,-90.06709472115321,POINT (-90.06709472115321 29.953695885346797)
706 CANAL ST,CULTURE,504-324-7558,2018-09-26,"Clothing Stores, Other",105035631,NEW ORLEANS,H & A BROTHERS INC,LA,,CANAL,706,ST,,70130-2310,3681067.08,530642.98,29.953097311848882,-90.0694678718456,POINT (-90.0694678718456 29.953097311848882)
632 N PIERCE ST,DON  M ANDREW SR  #1417,504-286-0451,2000-12-07,Taxi Service,102288378,NEW ORLEANS,DON ANDREW,LA,N,PIERCE,632,ST,,70119-4721,3672798.33,539638.44,29.97807999722299,-90.09527013067007,POINT (-90.09527013067007 29.97807999722299)
700 CANAL ST,JOHNNA & SUSAN WOODSON,504-439-4390,2008-02-04,"Direct Selling Establishments, Other",102672984,NEW ORLEANS,JOHNNA WOODSON & SUSAN J.  WOO,LA,,CANAL,700,ST,4,70130-2310,3681088.33,530625.9,29.95304970311315,-90.06940136854244,POINT (-90.06940136854244 29.95304970311315)
3033 PARIS AVE,D J'S LEARNING CASTLE,504-309-1135,2008-02-27,Child Day Care Services,102676998,NEW ORLEANS,D J'S LEARNING CASTLE LLC,LA,,PARIS,3033,AVE,,70119-1715,3679923.03,543573.44,29.98868627931475,-90.07263106678215,POINT (-90.07263106678215 29.98868627931475)
3570 HOLIDAY DR STE 3-7,,,2013-11-01,Offices of Physicians(except Mental Health Specialists),102969961,NEW ORLEANS,PREMIUM CARE MEDICAL CENTER LL,LA,,HOLIDAY,3570,DR,,70114,3698026.93,518544.55,29.919305544213387,-90.01635543855525,POINT (-90.01635543855525 29.919305544213387)
5300 BERKLEY DR,,504-212-9558,2023-01-01,"Offices of Mental Health Practitioners(except Physicians), Other",105064934,NEW ORLEANS,DEPAUL COMMUNITY HEALTH CENTER,LA,,BERKLEY,5300,DR,,70131-7204,3703359.76,518294.02,29.91844705993169,-89.99953171787035,POINT (-89.99953171787035 29.91844705993169)
9027 PRITCHARD PL,WILLIAMS LANDSCAPE,,2009-02-06,Landscaping Services,102721896,NEW ORLEANS,MELVIN J WILLIAMS,LA,,PRITCHARD,9027,PL,,70118-2334,3663596.83,535183.06,29.966099341397637,-90.12448032166057,POINT (-90.12448032166057 29.966099341397637)
220 MAIN ST,CLAY CREATIONS,228-466-6347,2007-12-01,Special Events-Other (Vendor),102454596,BAY SAINT LOUIS,JENISE MCCARDELL,MS,,MAIN,220,ST,,39520-4528,0.0,0.0,0,0,POINT (0 0)
1215 PRYTANIA ST,JEFF MURRAY'S PROGRAMMING,504-486-0702,2009-02-04,Computer Systems Design Services,102721373,NEW ORLEANS,JEFF MURRAY'S PROGRAMMING SHOP,LA,,PRYTANIA,1215,ST,235,70130-4476,3680047.38,525980.54,29.940308048587518,-90.07284958817871,POINT (-90.07284958817871 29.940308048587518)
4435 SAINT LOUIS ST,RELIABLE FOUNDATIONS,504-877-1313,2024-03-01,Special Events-Other (Vendor),105070469,NEW ORLEANS,MATTHEW SMITH,LA,,SAINT LOUIS,4435,ST,,70119-4557,0.0,0.0,0,0,POINT (0 0)
542 N RAMPART ST,,,2011-03-12,Video Draw Poker Devices,102827546,NEW ORLEANS,"LUCKY COIN MACHINE CO,LLC",LA,N,RAMPART,542,ST,,70112-3504,3681179.16,532982.33,29.959526331277228,-90.0690324692926,POINT (-90.0690324692926 29.959526331277228)
414 N PETERS ST,"SEPHORA USA, INC.",,2017-05-30,"Cosmetics, Beauty Supplies & Perfume Stores",105024912,NEW ORLEANS,SEPHORA USA,LA,N,PETERS,414,ST,,70130-1032,3682700.12,531225.49,29.95464938732718,-90.06429107822531,POINT (-90.06429107822531 29.95464938732718)
